timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1744890651413,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 39: http://localhost:8080/cars/return/ABC-${returnRegNum}1048,Scenario 3 - Return Cars 3-25,text,false,,1193,0,1,1,http://localhost:8080/cars/return/ABC-${returnRegNum}1048,0,0,0
1744890651413,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1104948,Scenario 3 - Return Cars 3-25,text,false,,1200,0,1,1,http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1104948,0,0,0
1744890651515,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 39: http://localhost:8080/cars/return/ABC-${returnRegNum}1050,Scenario 3 - Return Cars 3-26,text,false,,1193,0,1,1,http://localhost:8080/cars/return/ABC-${returnRegNum}1050,0,0,0
1744890651516,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}110515,Scenario 3 - Return Cars 3-26,text,false,,1199,0,1,1,http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}110515,0,0,0
1744890651615,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 39: http://localhost:8080/cars/return/ABC-${returnRegNum}1052,Scenario 3 - Return Cars 3-27,text,false,,1193,0,1,1,http://localhost:8080/cars/return/ABC-${returnRegNum}1052,0,0,0
1744890651615,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1105352,Scenario 3 - Return Cars 3-27,text,false,,1200,0,1,1,http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1105352,0,0,0
1744890651714,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 39: http://localhost:8080/cars/return/ABC-${returnRegNum}1054,Scenario 3 - Return Cars 3-28,text,false,,1193,0,1,1,http://localhost:8080/cars/return/ABC-${returnRegNum}1054,0,0,0
1744890651714,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1105554,Scenario 3 - Return Cars 3-28,text,false,,1200,0,1,1,http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1105554,0,0,0
1744890651811,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 39: http://localhost:8080/cars/return/ABC-${returnRegNum}1056,Scenario 3 - Return Cars 3-29,text,false,,1193,0,1,1,http://localhost:8080/cars/return/ABC-${returnRegNum}1056,0,0,0
1744890651811,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1105756,Scenario 3 - Return Cars 3-29,text,false,,1200,0,1,1,http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1105756,0,0,0
1744890651909,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 39: http://localhost:8080/cars/return/ABC-${returnRegNum}1058,Scenario 3 - Return Cars 3-30,text,false,,1193,0,1,1,http://localhost:8080/cars/return/ABC-${returnRegNum}1058,0,0,0
1744890651910,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1105958,Scenario 3 - Return Cars 3-30,text,false,,1200,0,1,1,http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1105958,0,0,0
